designation,HIP,HD,ra,declination,parallax,parallax_error,pm,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,Mg,Mg_error,MRp,MRp_error,Bp_minus_Rp,Vmag,RAdeg,DEdeg,RAhms,DEdms,Plx,e_Plx,distance_Plx,pmRA,pmDE,BTmag,VTmag,MV,MV_error,MVt,MVt_error,B_minus_V,BT_minus_VT
Gaia DR3 3662636823132300032,HIP 66249,118098,203.672,-0.5956181019830046,43.74674588145839,0.33300146,280.4751,-276.9029992866074,44.62071265610922,2.4453328,3.3738446,3.5341668,3.222478,8066.827,8064.1704,8069.9985,3.8664,3.8655,3.8673,-1.03,-1.0302,-1.0299,23.2578,23.2439,23.2696,1.5785733669874098,0.0165296283160949,1.4272067669874104,0.0165296283160949,0.3116888,3.38,203.673978,-0.59593821,13 34 41.75,-00 35 45.4,44.55,0.9,22.4467,-278.89,48.56,3.537,3.392,1.624238541864469,0.0438740987909938,1.6362385418644676,0.0438740987909938,0.114,0.145
Gaia DR3 1545795533411708032,HIP 59748,\N,183.785,48.732334993762976,43.79739349628457,0.09220727,231.71915,-226.1381505383472,-50.54998700400681,4.7003026,9.804552,10.742855,8.838976,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.011793326052011,0.0045716382323677,7.046217326052013,0.0045716382323681,1.903879,10.55,183.78772789,48.7327013,12 15 09.05,+48 43 57.7,43.25,2.0,23.1214,-240.46,-31.29,12.332,10.679,8.729930559004167,0.100486576638195,8.858930559004166,0.100486576638195,1.412,1.653
Gaia DR3 884039857341503616,HIP 34222,\N,106.426,27.470399759829288,43.8003512539923,0.01881565,108.30502,-48.79304920521327,-96.69134730651557,0.90963113,9.58005,10.389699,8.700125,4050.0288,4049.8577,4050.2822,4.6709,4.67,4.6719,-0.0472,-0.0503,-0.0424,22.7679,22.7578,22.7789,7.787437966568321,0.000932815974886,6.907512966568321,0.000932815974886,1.689574,10.14,106.42614918,27.47106422,07 05 42.28,+27 28 15.8,41.63,2.16,24.0211,-49.8,-96.04,11.895,10.335,8.23703205443389,0.112769546991525,8.43203205443389,0.112769546991525,1.34,1.56
Gaia DR3 764805169996366720,HIP 54426,96612,167.057,38.426812246181065,43.82369436710315,0.025764897,217.08395,-213.2534349342589,40.60070407112488,1.1193873,8.045456,8.540206,7.3883915,4786.835,4784.912,4789.95,4.5504,4.5489,4.5519,-0.2024,-0.213,-0.1727,22.886,22.8093,23.0109,6.254000930433942,0.0012766557047205,5.596936430433941,0.0012766557047205,1.1518145,8.35,167.05905563,38.42653265,11 08 14.17,+38 25 35.5,43.91,1.03,22.7739,-213.29,40.65,9.536,8.404,6.562817185521938,0.0509457284959915,6.616817185521938,0.0509457284959915,0.942,1.132
Gaia DR3 1939093660163197312,HIP 116613,222143,354.496,46.199382544020295,43.84261954577538,0.017900672,357.35513,357.16259266016704,-11.729413475763373,0.87402326,6.428031,6.7444954,5.939177,5683.443,5682.538,5684.3853,4.3781,4.3774,4.3787,-0.3462,-0.3527,-0.34,22.7921,22.7822,22.8022,4.63751347422097,0.0008865988830613,4.14865947422097,0.0008865988830613,0.8053184,6.58,354.49244611,46.19946357,23 37 58.19,+46 11 58.1,43.26,0.8,23.116,357.33,-11.09,7.391,6.667,4.760432575515364,0.0401612574619227,4.847432575515364,0.0401612574619227,0.665,0.724
Gaia DR3 4557198933740208768,HIP 86282,\N,264.452,22.95493173955937,43.86387721400459,0.014637613,210.484,-151.5909973100886,-146.0263099315015,1.0746119,9.363139,10.163983,8.485318,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.573674085889651,0.0007246321111895,6.695853085889651,0.0007246321111895,1.678665,9.29,264.45331762,22.95593294,17 37 48.80,+22 57 21.4,45.17,4.41,22.1386,-153.38,-145.57,10.881,9.259,7.564250452806971,0.212680867743535,7.533250452806972,0.212680867743535,1.36,1.622
Gaia DR3 2334879397612667648,HIP 118261,224607,359.806,-26.04869169091047,43.87288257803194,0.02071718,229.7984,-229.4648711591734,12.37661306404692,1.0502486,8.344787,8.908077,7.636013,4580.4507,4574.2065,4582.42,4.5606,4.557,4.5627,-0.0912,-0.1476,-0.0664,22.7486,22.5031,22.7832,6.555767848866037,0.0010253893857257,5.846993848866037,0.0010253893857257,1.272064,8.69,359.80770183,-26.04877698,23 59 13.85,-26 02 55.6,40.9,1.26,24.4499,-232.18,12.89,10.033,8.816,6.748616540036709,0.0669173909781313,6.87461654003671,0.0669173909781313,1.042,1.217
Gaia DR3 2182197777015312512,HIP 102870,\N,312.64,52.90154631021517,43.91624395951746,0.0134473415,524.3481,286.95524715999653,438.8594346717522,1.1091882,9.183121,9.95907,8.325234,4091.5933,4076.896,4111.2925,4.5433,4.5351,4.5711,-0.2049,-0.3604,-0.0352,22.8039,22.7373,23.1512,7.396246944845574,0.0006649141485808,6.538359944845574,0.0006649141485808,1.633836,9.69,312.63665925,52.89852926,20 50 32.80,+52 53 54.7,44.57,1.01,22.4366,288.09,441.01,11.206,9.836,7.935213170430883,0.0492161244015481,8.081213170430884,0.0492161244015481,1.16,1.37
Gaia DR3 4429785739602747392,HIP 77070,140573,236.068,6.425832666908804,43.94497411580315,0.46761933,141.45683,133.92233920144864,45.55042108403326,2.6528404,2.3253543,3.3184485,1.9836086,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.5399003650143053,0.0231075526190478,0.1981546650143055,0.0231075526190478,1.3348399,2.63,236.06664914,6.42551971,15 44 16.00,+06 25 31.9,44.54,0.71,22.4517,134.66,44.14,4.165,2.764,0.873751063490098,0.0346177822181577,1.0077510634900984,0.0346177822181577,1.167,1.401
Gaia DR3 1651268660203160448,HIP 86614,162003,265.485,72.14766082787942,43.94996607865284,0.86245966,285.7609,88.25358710131141,-271.79146704056853,3.4271324,4.4444957,4.6827946,4.0744977,6403.079,6397.7383,6409.047,3.9491,3.8985,4.002,-0.5115,-0.5409,-0.4816,20.1826,18.7644,21.6773,2.65928842106948,0.0426177305130659,2.289290421069481,0.0426177305130659,0.6082969,4.57,265.4846127,72.14949916,17 41 56.31,+72 08 58.2,45.38,0.82,22.0361,26.6,-269.77,5.073,4.613,2.854322457744587,0.0392419834761321,2.897322457744586,0.0392419834761321,0.434,0.46
Gaia DR3 2493069773336748928,HIP 10416,13789,33.5565,-3.636178330150956,43.97723592048848,0.04207215,219.60693,-12.327325709924946,-219.2606762516379,1.118875,8.201558,8.764007,7.494226,4582.8706,4581.4365,4584.345,4.5416,4.5403,4.543,-0.0017,-0.01,0.0077,22.7013,22.6305,22.7305,6.417697646928833,0.0020774052505436,5.710365646928832,0.0020774052505436,1.269781,8.55,33.55657244,-3.63467442,02 14 13.58,-03 38 04.8,43.73,1.18,22.8676,-12.05,-217.7,9.935,8.664,6.753897386724287,0.0586087266052706,6.867897386724286,0.0586087266052706,1.055,1.271
Gaia DR3 652005932802958976,HIP 40910,\N,125.23,14.07016920754457,43.9792318623831,0.018349385,274.81873,-83.68007349293599,-261.7689295692829,1.074239,9.220745,9.977794,8.373492,4156.077,4155.543,4156.506,4.6057,4.6047,4.6062,-0.0007,-0.0058,-0.0001,22.7014,22.6883,22.7245,7.436983198698025,0.0009060000341944,6.589730198698025,0.0009060000341944,1.604302,9.75,125.23074731,14.0719691,08 20 55.38,+14 04 19.1,42.66,1.66,23.4412,-80.84,-261.95,11.497,9.893,7.90010425556705,0.0845397375015943,8.043104255567052,0.0845397375015939,1.279,1.604
Gaia DR3 1571411233756646656,HIP 61946,110463,190.436,55.72465035067809,44.00997590241332,0.021820908,122.87521,122.77086100467184,-5.062968737084211,0.9738099,7.9854608,8.483545,7.3278456,4817.992,4814.9385,4822.5674,4.5392,4.538,4.544,-0.2764,-0.2872,-0.267,22.6861,22.529,22.7081,6.203216453829065,0.0010766537037079,5.545601253829065,0.0010766537037079,1.1556994,8.27,190.43497984,55.72468476,12 41 44.40,+55 43 28.9,43.06,0.82,23.2234,121.53,-4.36,9.519,8.383,6.440370127437341,0.041356773442295,6.553370127437341,0.041356773442295,0.955,1.136
Gaia DR3 1651268763282397312,HIP 86620,162004,265.493,72.15567296217928,44.0496211798809,0.051485743,278.52884,34.06695878392607,-276.4376319981536,0.9080683,5.6569943,5.9110875,5.221979,6113.6846,6111.7383,6115.6953,4.2162,4.2128,4.2198,-0.2188,-0.2326,-0.2044,22.6901,22.6636,22.7169,3.876705189484399,0.0025380450120606,3.4416898894843992,0.0025380450120606,0.6891085,5.81,265.49182676,72.15757591,17 41 58.04,+72 09 27.3,44.8,1.94,22.3214,34.97,-273.61,6.362,5.79,4.066390069990721,0.0940913533759952,4.04639006999072,0.0940913533759952,0.53,0.572
Gaia DR3 761919883981626752,HIP 54745,97334,168.133,35.813407364922895,44.058307342707366,0.023207728,291.58417,-249.19371246527064,-151.40614695357797,0.8470585,6.259071,6.5637197,5.7786,5856.5396,5850.2764,5861.0938,4.2956,4.2936,4.2974,-0.3527,-0.3697,-0.3428,22.667,22.6534,22.6827,4.479210040805164,0.0011438239174399,3.998739040805164,0.0011438239174399,0.7851197,6.41,168.13553992,35.8144481,11 12 32.53,+35 48 52.0,46.04,0.9,21.7202,-248.55,-151.33,7.163,6.476,4.725676574788772,0.0424538263020761,4.791676574788773,0.0424538263020761,0.6,0.687
Gaia DR3 1715209040928674560,HIP 67842,\N,208.441,78.85240762983871,44.08002955320048,0.011234992,277.86252,-252.46960264885456,116.0460193757278,1.0353637,9.852651,10.816559,8.88276,3682.6885,3614.2344,3730.5107,4.4927,4.3392,4.53,-0.4381,-0.6901,-0.3448,22.697,22.5645,22.8293,8.07386038507023,0.0005534586960287,7.10396938507023,0.0005534586960282,1.933799,10.63,208.44963262,78.85160984,13 53 47.91,+78 51 05.8,41.25,1.31,24.2424,-254.3,116.67,12.138,10.638,8.707119764429722,0.0689838968807707,8.715119764429721,0.0689838968807707,1.421,1.5
Gaia DR3 6492406743706907776,HIP 114996,219571,349.357,-58.235369888848446,44.08078717004196,0.533229,75.358025,-10.76856609425339,74.5846519154427,7.9856334,3.891795,4.1096663,3.5140402,6492.633,6490.4414,6494.6577,3.6504,3.6421,3.6564,-0.5839,-0.5899,-0.5803,25.5748,25.406,25.8089,2.1130417065046148,0.0262687809877752,1.7352869065046148,0.0262687809877752,0.5956261,3.99,349.35755018,-58.23592762,23 17 25.81,-58 14 09.3,45.4,0.61,22.0264,-34.93,79.59,4.472,4.042,2.27527926428552,0.029177927050271,2.32727926428552,0.029177927050271,0.41,0.43
Gaia DR3 1469230212276302080,HIP 66193,118096,203.512,33.22983649676013,44.092080763654366,0.01908168,415.75937,-259.30646192499154,324.98617043151245,0.91873455,8.837608,9.445953,8.092062,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.059410971206953,0.0009397457211446,6.313864971206954,0.0009397457211446,1.353891,9.19,203.51424356,33.22760202,13 34 03.42,+33 13 39.4,43.66,1.2,22.9043,-258.46,325.33,10.626,9.378,7.390418656865602,0.0596981985424229,7.578418656865603,0.0596981985424229,1.08,1.248
Gaia DR3 3488261563231724032,HIP 59616,\N,183.388,-25.92503032395204,44.16281090753443,0.01604035,434.88544,267.7853277204492,-342.6607176350067,1.0833852,10.657048,11.693139,9.647647,3472.2598,3417.673,3537.1025,4.3069,4.1206,4.5164,-0.9276,-1.1468,-0.6552,22.6744,22.5582,22.9081,8.88233153950025,0.0007886993214398,7.872930539500249,0.0007886993214394,2.045492,11.46,183.38642138,-25.9226744,12 13 32.74,-25 55 21.6,42.1,2.48,23.753,267.63,-345.04,13.041,11.659,9.581410479178343,0.1280639823542264,9.78041047917834,0.1280639823542264,1.491,1.382
Gaia DR3 5040737312674978816,HIP 5663,7279,18.1928,-25.23549029292398,44.19137457174652,0.017670812,129.862,128.33719029396374,19.8419857618319,1.0870348,9.036539,9.771119,8.206562,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.263226552464108,0.0008683070650947,6.433249552464108,0.0008683070650947,1.564557,9.55,18.19186846,-25.23562704,01 12 46.05,-25 14 08.3,45.4,1.55,22.0264,128.4,20.31,11.164,9.693,7.83527926428552,0.0741649972501758,7.978279264285519,0.0741649972501763,1.267,1.471
Gaia DR3 2704912403783213696,HIP 111888,214683,339.962,4.116599784578261,44.29836827886993,0.026915593,208.75833,178.15953279620652,108.8081820637752,0.87967604,8.1819,8.683422,7.5196166,4759.873,4758.41,4761.172,4.5748,4.5735,4.5761,-0.3149,-0.3256,-0.3076,22.546,22.5234,22.5636,6.413838646856425,0.0013193821137988,5.751555246856425,0.0013193821137988,1.1638054,8.48,339.96109214,4.11585215,22 39 50.66,+04 06 57.1,44.1,1.12,22.6757,178.99,108.31,9.65,8.588,6.702192947339194,0.0551603671347913,6.810192947339193,0.0551603671347913,0.938,1.062
Gaia DR3 641154096631794432,HIP 47201,\N,144.297,22.693351329394865,44.30846707720393,0.016868642,233.54425,-151.2879816272187,-177.91813087143018,0.9974869,8.910828,9.643384,8.082342,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.143261625871493,0.0008266996101422,6.314775625871493,0.0008266996101422,1.561042,9.43,144.29765051,22.69457414,09 37 11.44,+22 41 40.5,45.51,1.49,21.9732,-149.21,-177.84,11.105,9.552,7.720534177531965,0.0711195492959708,7.842534177531965,0.0711195492959708,1.273,1.553
Gaia DR3 2720132500864789760,HIP 112870,216259,342.862,13.970883502206364,44.3103997241109,0.028998768,453.9108,406.2374213899225,202.49977271187345,1.0516615,8.030122,8.483775,7.403412,4944.8955,4938.298,4949.404,4.6054,4.5978,4.6221,-0.2964,-0.3089,-0.2526,22.4106,22.3593,22.4599,6.262650339098777,0.0014211118383959,5.635940339098776,0.0014211118383959,1.080363,8.29,342.8588092,13.96949165,22 51 26.11,+13 58 10.2,47.56,1.18,21.0261,404.92,201.91,9.352,8.37,6.676209229733269,0.053886951366842,6.756209229733269,0.053886951366842,0.849,0.982
Gaia DR3 5725122999630404096,HIP 40035,68146,122.665,-13.798947414957585,44.33951681369627,0.05305835,257.60822,-250.9473204757801,58.20174107561441,0.9077228,5.398911,5.6510067,4.993204,6216.3945,6215.4253,6217.3296,4.1848,4.1826,4.1871,-0.1732,-0.1811,-0.1621,22.5273,22.4975,22.556,3.632865780576061,0.0025984676061594,3.2271587805760618,0.0025984676061594,0.6578027,5.53,122.66656902,-13.79934746,08 10 39.98,-13 47 57.7,44.47,0.77,22.4871,-250.56,57.68,6.112,5.585,3.770335647244673,0.0376028982074889,3.8253356472446742,0.0376028982074889,0.488,0.527
Gaia DR3 6017724140678769024,HIP 80925,148704,247.873,-39.01373140896095,44.34148890203341,0.04883151,541.8907,-429.5814018468832,-330.310943625339,2.3508732,7.0565476,7.5013657,6.4425197,4944.8306,4943.8887,4945.691,4.343,4.3419,4.3451,-0.4675,-0.4734,-0.462,22.4902,22.3991,22.5217,5.290598958989429,0.0023913567670295,4.676571058989429,0.0023913567670295,1.058846,7.24,247.87645672,-39.01146518,16 31 30.35,-39 00 41.3,40.6,1.75,24.6305,-428.05,-333.41,8.36,7.391,5.282630167885971,0.0936559788244815,5.433630167885971,0.0936559788244815,0.858,0.969
Gaia DR3 4503423641091793152,HIP 87768,\N,268.937,18.500173963346946,44.43059931315398,0.013279689,66.34906,-46.39569491388276,-47.43034424049413,1.0149643,8.7397375,9.407907,7.9539332,4349.5225,4348.72,4349.883,4.5935,4.5925,4.5938,0.2488,0.2426,0.25,22.4983,22.4889,22.5125,6.978148356845846,0.0006490229610882,6.192344056845846,0.0006490229610882,1.4539738,9.22,268.9371944,18.50050011,17 55 44.93,+18 30 01.8,43.4,2.21,23.0415,-45.94,-47.79,10.631,9.342,7.407448647562555,0.1106707007113021,7.529448647562555,0.1106707007113021,1.18,1.289
Gaia DR3 116037204451525376,HIP 13642,18143,43.9141,26.87235600884521,44.43239202208633,0.02064069,327.70007,264.5963519966766,-193.3289980225065,1.034352,7.3450565,7.7950444,6.7294264,5059.663,5058.4214,5062.3022,4.4771,4.4765,4.4794,0.3453,0.3403,0.3558,22.384,22.3523,22.4036,5.583554970776615,0.001008739121004,4.967924870776614,0.001008739121004,1.065618,7.52,43.91202372,26.87368205,02 55 38.89,+26 52 25.3,43.71,1.26,22.8781,262.72,-191.44,8.732,7.646,5.722904032448263,0.0626129824699259,5.848904032448265,0.0626129824699259,0.953,1.086
Gaia DR3 1480314599451475712,HIP 70950,127506,217.685,35.45463422490745,44.4382629720579,0.11122967,523.6234,-482.4323123406405,203.56950916493545,10.080828,8.342081,8.901905,7.633268,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.580866373262038,0.0054352408888052,5.872053373262037,0.0054352408888052,1.268637,8.68,217.68884229,35.45326727,14 30 45.32,+35 27 11.8,45.46,1.03,21.9974,-480.59,199.11,10.024,8.811,6.96814715694476,0.0492080823555403,7.099147156944761,0.0492080823555403,1.031,1.213
Gaia DR3 2552288133874677760,HIP 4849,6101,15.6038,5.062519159832716,44.45961683567542,0.12852111,394.48987,329.92009656134974,216.27527057483948,3.2046087,8.022834,8.372889,7.0881352,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.262662577592086,0.0062771755952346,5.327963777592086,0.0062771755952346,1.2847538,8.16,15.60155392,5.0609096,01 02 24.37,+05 03 39.3,46.61,1.61,21.4546,340.03,221.12,9.517,8.297,6.502395514662929,0.0750367306652277,6.6393955146629295,0.0750367306652277,1.008,1.22
Gaia DR3 518458597663391744,HIP 8867,11373,28.525,66.17556750044206,44.4745062423878,0.016218206,147.05717,-43.20578792257767,-140.56697127747597,0.94363517,8.148396,8.694982,7.4516826,4632.4204,4631.815,4632.9697,4.549,4.5484,4.5495,-0.0229,-0.0259,-0.0199,22.4761,22.4662,22.4873,6.388951676146681,0.0007918556359003,5.692238276146681,0.0007918556359003,1.2432994,8.47,28.52575237,66.17653388,01 54 06.18,+66 10 35.5,45.16,1.09,22.1435,-44.93,-139.21,9.839,8.59,6.743769666264653,0.0524217164128311,6.863769666264652,0.0524217164128311,1.01,1.249
Gaia DR3 1906647037667895424,HIP 109527,210667,332.8,36.25520486979101,44.48803013306459,0.017910715,253.36998,25.2055214032711,-252.11312429272,0.9798309,7.0265527,7.4190025,6.463836,5258.203,5257.519,5258.899,4.4533,4.4529,4.4539,-0.1047,-0.1082,-0.1012,22.4575,22.4486,22.4661,5.2677685811474975,0.0008742267401404,4.705051881147498,0.0008742267401404,0.9551665,7.23,332.79956227,36.25693789,22 11 11.89,+36 15 25.0,44.57,0.79,22.4366,25.38,-250.23,8.243,7.312,5.475213170430884,0.0384932216323434,5.557213170430883,0.0384932216323434,0.812,0.931
Gaia DR3 5493588665684618752,HIP 36210,59468,111.854,-51.402609641760776,44.512158869858446,0.014215539,287.59302,-287.5855845465507,-2.0686097065441054,0.9787216,6.5475388,6.8943577,6.0285997,5565.8325,5563.279,5568.2744,4.3869,4.3863,4.3877,-0.4112,-0.4183,-0.404,22.4678,22.459,22.4786,4.789932091849543,0.0006934880841122,4.270992991849542,0.0006934880841122,0.865758,6.72,111.85722164,-51.40259511,07 27 25.73,-51 24 09.3,44.43,0.53,22.5073,-285.3,-2.47,7.589,6.797,4.958381566204356,0.0259044557972076,5.035381566204356,0.0259044557972076,0.694,0.792
Gaia DR3 5342789374661206784,HIP 56153,304391,172.641,-57.133713498562834,44.53374870758102,0.018763373,556.504,-555.3301752792382,36.1262407763878,0.9747709,8.00131,8.5469885,7.3071456,4680.8022,4660.891,4683.316,4.5496,4.5369,4.5515,0.2927,0.1736,0.3165,22.4377,22.4047,22.4646,6.244756270905731,0.0009149049961512,5.550591870905731,0.0009149049961512,1.2398429,8.34,172.64839026,-57.13396199,11 30 35.61,-57 08 02.3,44.97,0.99,22.237,-554.92,37.08,9.72,8.501,6.60461443783971,0.0478119874786902,6.76561443783971,0.0478119874786902,1.046,1.219
Gaia DR3 1389522392427772288,HIP 76375,139323,233.983,39.83134437114282,44.56244260003862,0.014644519,451.82098,-448.9576643669243,50.7860599212027,1.0091081,7.3841085,7.85261,6.753371,4923.823,4918.2554,4925.037,4.4641,4.4598,4.4651,0.0984,0.0688,0.1046,22.4319,22.4207,22.4815,5.628953438952771,0.0007136092244617,4.998215938952771,0.0007136092244617,1.099239,7.65,233.98711299,39.83099529,15 35 56.91,+39 49 51.6,44.93,0.73,22.2568,-448.91,50.29,8.852,7.738,5.912682092965127,0.0352840945128112,6.000682092965127,0.0352840945128112,0.946,1.114
