designation,ra,dec,parallax,parallax_error,pm,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper
Gaia DR3 3545469496823737856,170.36193916124157,-20.454238172164345,72.86378758599548,0.32478505,191.28506,174.0148505136386,-79.4279876422625,18.144773,8.125107,8.90931,7.2594385,,,,,,,,,,,,
Gaia DR3 3545469496823737984,170.3618294893597,-20.453184458458317,76.19182572554183,0.02649663,255.49338,220.40023902583212,-129.23081280356257,1.3993816,10.18051,11.408585,9.015187,,,,,,,,,,,,
Gaia DR3 3540491079971287552,175.4327350150918,-22.53570434625555,52.7072219929593,0.15452275,437.67087,-166.70616452745477,404.6786859988389,1.4382209,17.01614,20.699802,15.474238,,,,,,,,,,,,
Gaia DR3 3546332682170832128,170.98588570400648,-18.363746221389203,55.584631485587686,0.046332143,612.8095,-611.0980646537346,-45.767470874765124,2.2127507,11.907007,13.325109,10.725187,,,,,,,,,,,,
Gaia DR3 3552000252294347392,166.86431865551566,-19.29169201116245,53.37841940538086,0.016442463,239.4903,-235.05390333553316,-45.88312263866047,1.0603977,9.644162,10.602821,8.6741085,3611.5488,3587.8467,3639.8147,4.3729,4.3066,4.4663,-0.7801,-0.8624,-0.6316,18.7452,18.6955,18.8213
Gaia DR3 5222018879990530304,133.76679892825808,-71.59438347686567,56.893428820070795,0.012290473,553.2489,-209.77226835382132,511.9374134091,1.3240638,13.088557,14.719398,11.862781,,,,,,,,,,,,
Gaia DR3 4117142872419396736,265.10044885904057,-22.398125370675587,48.03247813383884,1.8512262,6.397552,-2.8996151060854687,-5.702709971928893,1.2694154,19.969507,19.40286,17.115408,,,,,,,,,,,,
Gaia DR3 5761985432616501376,133.39836837028676,-3.4931644292214545,115.48757106313471,0.07259748,553.84296,-516.6053978978886,-199.65184645561013,0.8789975,15.888929,19.109976,14.351721,,,,,,,,,,,,
Gaia DR3 5764485618978306176,134.80451030320216,-0.9791039965243932,54.77962132794597,0.047101453,197.06886,156.63551081546456,-119.58868422711556,1.0059143,16.103315,16.570662,15.471751,,,,,,,,,,,,
Gaia DR3 5760701787150565888,133.57293283233423,-5.434323445721112,59.35951989622318,0.04084385,414.7793,-413.6476444734453,30.618611405101216,0.9454876,5.846635,6.175872,5.3507657,5656.338,5654.1025,5658.0054,4.3529,4.3515,4.3546,-0.11,-0.1207,-0.1004,16.8236,16.8007,16.848
Gaia DR3 1808403096750183168,304.6864711011813,15.845915475210456,57.17902406757408,0.018878182,184.09941,174.2356384799086,-59.45193621064845,0.99473196,10.767628,12.025686,9.655908,,,,,,,,,,,,
Gaia DR3 5877160615677467520,228.62054437573607,-57.89056530186498,55.793253845950524,0.023623815,539.54694,-374.09446775109404,-388.7984542022568,1.0018969,12.523364,14.228209,11.266823,,,,,,,,,,,,
Gaia DR3 1239625559894563968,215.37737089906196,18.460518663394787,52.86233842696793,0.14796853,771.6,-753.6358642306657,-165.52791660629217,0.96420205,17.839024,19.97857,16.24612,,,,,,,,,,,,
Gaia DR3 1244571953471006720,206.8133909945028,17.457173637726076,64.04697623237095,0.10931693,473.1983,-468.9225601068748,63.46858141462215,0.86741585,4.356021,4.608971,3.964488,6319.2407,6317.7007,6321.0938,4.1688,4.1645,4.1771,-0.0794,-0.0909,-0.0589,15.6162,15.5681,15.6554
Gaia DR3 1244644727396803584,206.27327486352382,17.777287971454683,77.44122245908348,0.017091446,1887.907,450.9738430630764,-1833.2526914896066,1.0069798,9.108179,10.003153,8.1753845,3846.104,3845.6584,3847.2422,4.7656,4.7641,4.7677,-0.3924,-0.3943,-0.3881,12.8899,12.8824,12.8991
Gaia DR3 1254694882149817728,216.44823322587195,23.615501815141084,61.20045006622718,0.019377925,1371.6824,793.4417456678227,-1118.9113502401951,1.0109285,9.204846,10.207275,8.211471,,,,,,,,,,,,
Gaia DR3 1254695603704323712,216.4349897911252,23.612118882420447,61.236373959936195,0.019834802,1369.1228,792.5515191401824,-1116.404589621603,1.0081825,9.006028,9.957909,8.040508,,,,,,,,,,,,
Gaia DR3 1236929488664453376,223.34694623244295,19.153760857444336,85.99323916198021,0.5515694,491.6699,-441.3661347359183,216.64539331529159,16.495794,5.7661414,6.2012343,5.160305,4996.135,4994.643,4997.6187,4.396,4.3916,4.4012,-0.5225,-0.5317,-0.5139,11.6017,11.4903,11.6919
Gaia DR3 1237090738916392704,222.8480514738455,19.100269640072455,148.06949945238355,0.13173045,133.76799,127.46787577668219,-40.568645496944214,1.0991775,4.4804826,4.8695474,3.9444358,5386.0786,5377.5137,5394.945,4.4925,4.4816,4.5076,-0.0427,-0.1059,0.1338,6.7505,6.7046,7.0924
Gaia DR3 1237090738916392832,222.8466426652314,19.101104107947574,148.17931678941665,0.054625016,225.68721,133.37604517724114,-182.0591844077652,1.5099552,6.4300914,7.133002,5.615121,4244.478,4242.5444,4246.52,4.6362,4.6315,4.6402,0.1444,0.1346,0.1581,6.7397,6.7345,6.7454
Gaia DR3 1256071505067560704,216.39418554867098,25.668004465226957,62.126145711888135,0.05238153,49.987003,-48.23322229317231,-13.124668368217078,1.3826417,14.865249,17.466722,13.43818,,,,,,,,,,,,
Gaia DR3 1251824057289839744,207.00533857595104,23.58012342188568,84.31052432709014,0.028874354,1490.9059,-1485.655682748447,125.00998018173836,1.0136331,15.338058,15.894626,14.625719,,,,,,,,,,,,
Gaia DR3 1251824607045654016,207.04869237692137,23.614073287892467,84.2246337028907,0.026624229,1487.6301,-1482.591472449657,122.33482827718699,1.2092588,13.441506,15.620996,12.091246,,,,,,,,,,,,
Gaia DR3 1237730036208674048,219.86144069695553,19.489464200444402,70.55508407142764,0.18136802,1299.3861,-1241.0009447716197,385.12456403881515,0.9241548,17.517,21.173414,15.947535,,,,,,,,,,,,
Gaia DR3 6744957928883188736,294.61464248866554,-32.52523817811287,50.47806347201362,0.021039497,349.52792,91.02469415489486,-337.46744816995465,1.2283001,12.559716,14.030066,11.378,3076.0117,3067.841,3166.937,4.4582,4.4266,4.7637,-0.8084,-0.8481,-0.4483,19.8256,19.7225,19.9047
Gaia DR3 2027495803807366400,298.7997809746854,27.11254246748018,41.311965227934934,3.4178534,11.960912,-11.555557726867372,-3.08747373480147,1.2554183,20.861797,21.639482,19.271725,,,,,,,,,,,,
Gaia DR3 1247332788512753536,210.5254155942467,21.046019226011268,54.131791453238506,0.035756193,30.317066,16.090757242436283,25.694592087876494,1.6853198,11.970804,13.57773,10.710966,,,,,,,,,,,,
Gaia DR3 1234693112077610880,221.596506343427,16.49260116531805,56.366421265867345,0.016269553,928.2525,-108.61868465479239,-921.8756257185299,1.0326188,8.712721,9.451312,7.878923,4049.1663,4025.0796,4058.62,4.5498,4.5224,4.5617,-0.5884,-0.6933,-0.5054,17.7489,17.7097,17.9527
Gaia DR3 1235125877277843840,218.04584697379087,16.013385429054974,63.38492807099326,0.02794648,191.858,178.4250183953549,-70.52661431229022,1.3550768,12.240585,13.870865,11.00377,3089.9375,3089.2388,3092.0942,4.4993,4.4974,4.5084,-0.8861,-0.8892,-0.8662,15.7084,15.6833,15.8231
Gaia DR3 6242063304871870592,241.62119625655558,-24.122605217741636,58.49763326939941,0.024634955,384.16068,-324.27565670009386,205.9726453622312,1.229196,13.439455,15.228338,12.171108,,,,,,,,,,,,
Gaia DR3 5853070178494127104,216.85498175587452,-64.34126789643884,37.507556704216704,4.1732473,11.094477,-9.080007607718075,6.375018988021496,1.8891846,20.8178,21.256857,19.679783,,,,,,,,,,,,
Gaia DR3 3187115498866675456,75.4868052125233,-6.948587409027854,186.04662779359126,0.027749853,767.5966,-551.7464349149869,-533.648216597346,1.1008298,10.649305,12.41324,9.380491,,,,,,,,,,,,
Gaia DR3 3184351876391975808,69.42341319622317,-11.03975218734874,89.18972846197906,0.019916328,299.8414,-226.92285239186498,-195.98696840478453,1.1386429,9.408144,10.578187,8.330691,,,,,,,,,,,,
Gaia DR3 3177407910705445888,67.78690866447533,-13.515564765720292,53.47853785030081,0.019237503,269.0745,-164.67186352876146,-212.8009849444797,1.2792518,10.52517,11.784351,9.4088125,3250.524,3221.8745,3410.328,4.1111,4.0214,4.5267,-0.7656,-0.8588,-0.327,18.7133,18.3889,18.9051
Gaia DR3 3183748278864953856,76.55698495755243,-8.119530513718672,52.4602798099281,0.020542143,215.64584,-119.71100054188285,-179.36668074609952,1.3146719,12.33633,13.860381,11.1331415,,,,,,,,,,,,
Gaia DR3 3181197137010596480,71.71470242328948,-11.280051050425321,52.84893356612123,0.039101437,147.06816,-140.9014125494107,-42.140691095797635,2.0944052,12.224739,13.488194,10.717109,,,,,,,,,,,,
Gaia DR3 3181197137010596608,71.71511766813263,-11.280160010099063,52.77235441858288,0.031748753,153.74202,-142.55124506903022,-57.582578417501836,1.5637064,11.400209,12.702858,10.042127,3278.751,3277.9663,3279.4963,4.7095,4.7069,4.7129,-0.1144,-0.1202,-0.1071,18.8899,18.8745,18.9031
Gaia DR3 3186021141200137472,69.44860243520402,-8.826516218606763,106.33898970249588,0.015222114,1570.6038,238.38098733631008,-1552.4079864575115,0.9962089,13.600672,13.80703,13.237787,,,,,,,,,,,,
Gaia DR3 3181367767472670080,73.01496562474308,-10.973690528268827,59.11283958879949,0.49495056,448.1038,-391.3763078885974,-218.22374444745427,16.812687,14.140559,16.469053,12.735777,,,,,,,,,,,,
Gaia DR3 4371611781971072768,267.6016120498805,-0.26995464832350585,108.58090208988929,0.19848228,443.8224,-397.49722278312714,197.41899993926438,1.053295,,,16.678308,,,,,,,,,,,,
Gaia DR3 3883368588478223360,156.0840201778319,11.956515370325944,51.78622025007142,0.021432789,177.93448,-24.569156202627404,176.23006577908035,0.95883197,11.410146,12.675649,10.298388,3332.4414,3282.1746,3412.4536,4.3796,4.2066,4.7689,-1.0827,-1.2385,-0.4793,19.2249,18.9958,19.3608
Gaia DR3 3889368043607829376,157.34207298500453,16.446127329561904,53.25814348663325,0.4341727,509.14636,354.80731655833193,-365.1599499032194,1.0392088,19.290567,21.315908,17.718784,,,,,,,,,,,,
Gaia DR3 3899128064731508736,178.4708883615381,6.994985335869285,67.1388993676002,0.09952022,947.8919,314.5348188695745,-894.1850753605318,1.1075511,15.268338,18.26297,13.797382,,,,,,,,,,,,
Gaia DR3 3895876671408042496,178.04113449306163,3.9559459675936046,62.55383411494754,0.3680397,158.6465,70.9911454373661,-141.87660352137112,13.877565,11.782662,12.834389,10.067082,,,,,,,,,,,,
Gaia DR3 3886019480945496576,159.18732979250103,15.360722194483996,49.97879627519524,0.08665688,135.56415,110.21009294258641,-78.93904714862067,1.7668253,12.274528,13.50141,10.585089,,,,,,,,,,,,
Gaia DR3 6674554829263069440,309.34041351902783,-46.73127945877358,58.03165020800037,0.01691465,12.960967,-4.014624520790251,-12.323532439248247,1.2639226,13.058741,14.6621475,11.838873,,,,,,,,,,,,
Gaia DR3 6673000841376349696,303.4773905559996,-45.16473054247641,162.2171000791857,0.022484917,794.59393,778.3309821152101,-159.9388249728239,1.0053535,7.2426615,8.190446,6.278736,3588.5205,3572.124,3621.6228,4.0644,4.026,4.1644,-1.4065,-1.4432,-1.2825,6.1659,6.1524,6.1881
Gaia DR3 4310146505003156992,284.9103011551238,8.482306543111712,52.95053590596542,0.024498874,455.50818,-377.9936167042892,-254.18205111188394,1.198762,13.758248,15.657755,12.463957,3008.425,3007.2856,3017.0537,4.925,4.9182,5.0135,-0.6141,-0.6326,-0.4132,18.795,18.7718,18.8935
Gaia DR3 6672112470338969856,302.4651437572208,-47.527716567604266,51.96740878620189,0.021273268,343.4587,15.885889640366102,-343.09111590449425,1.3717747,13.078047,14.889839,11.80139,3080.4934,3077.8445,3081.6064,4.9961,4.9734,5.0006,-0.0057,-0.0471,-1.0E-4,19.1664,19.1243,19.2639
Gaia DR3 6564091190988411520,327.0667117287086,-47.30492965427047,64.27166055130206,0.042974066,338.5248,165.06854306177507,-295.552731253777,0.87611145,5.419392,5.725474,4.947477,5815.8623,5811.7036,5818.9536,4.2949,4.2907,4.3015,-0.2768,-0.3052,-0.2673,15.5147,15.4491,15.5437
Gaia DR3 6572227714472220288,327.29951391397503,-41.55949475597503,63.84032922665101,0.07993598,356.55957,308.06371289135825,-179.53126501846566,2.8144817,11.351092,12.689154,10.1563635,3222.1362,3217.3003,3243.6572,4.2987,4.2853,4.3347,-1.1212,-1.1268,-1.0349,15.6549,15.4786,16.6945
Gaia DR3 6572227714472220416,327.2987838540347,-41.5589925328267,65.39916452823127,0.4529696,358.5255,280.1763143731345,-223.70017398559776,16.12399,10.955828,12.350546,9.769698,,,,,,,,,,,,
Gaia DR3 6575069780231675264,330.6269230434408,-37.08193913674626,130.4186009154895,0.053442273,837.8021,805.6868653564226,-229.74140664695528,1.0637844,10.46742,12.009242,9.2538805,,,,,,,,,,,,
Gaia DR3 6572811211549713792,327.88311437897886,-40.290948939179614,56.327175945029,0.054982115,482.45343,402.6219739877459,-265.8135709783284,1.1353916,15.387117,18.119577,13.93783,,,,,,,,,,,,
Gaia DR3 4310275491469537152,283.8646200933993,8.402201722468257,89.90645523767196,0.026066944,114.595764,91.47788429458905,-69.0216378687386,1.2587619,9.030238,10.4053135,7.867407,3216.8428,3176.9812,3361.487,4.0479,3.9044,4.3567,-0.488,-0.6406,-0.1763,11.0884,10.9778,11.1631
Gaia DR3 6562924609150908416,323.3912518776402,-49.01263039681064,201.3251983325545,0.023687575,818.1644,-45.91675295376507,-816.8749628777432,1.0965127,7.739947,8.902462,6.6625524,3310.1243,3309.483,3314.4902,3.952,3.9506,3.9645,-1.3697,-1.3711,-1.3589,4.9647,4.963,4.9697
Gaia DR3 6567609525117256576,331.66667778310716,-44.971350179002776,56.56085935952199,0.13808931,742.0372,-458.4097141301269,-583.5064060172606,5.770708,12.91112,14.669421,11.621299,,,,,,,,,,,,
Gaia DR3 6573778541262656256,333.6505901090524,-38.98698989017069,55.07638243122623,0.045776866,1076.7576,1011.7329336610676,-368.5151815456178,1.0229942,15.78322,16.065773,15.332144,,,,,,,,,,,,
Gaia DR3 4293873732939569920,290.36210073488405,6.222660165279087,55.10270735394486,0.03377345,152.65576,135.26804297274697,-70.75549325452295,0.98728013,15.58571,15.892617,15.111263,,,,,,,,,,,,
Gaia DR3 405118190290397568,14.902777438162099,52.622457659863386,53.77757846479159,0.023176884,354.30414,-112.20838807035926,336.06651841680286,1.080171,13.853708,15.896235,12.5271225,2980.7834,2979.7937,2981.2156,5.078,5.0728,5.0786,-0.1429,-0.1454,-0.1246,18.6259,18.606,18.8529
Gaia DR3 1891459758430361088,342.6616453303741,34.85743807991158,51.77182311397065,0.03624635,896.3227,840.1661935782612,312.2740644644397,1.2142041,10.791406,11.9540205,9.715793,,,,,,,,,,,,
Gaia DR3 1891598193816300544,331.7542260532072,25.34522096646813,84.00535559575758,0.20232865,296.74783,295.4762646451181,27.441697940510274,4.5972347,3.6638713,3.9369972,3.2525146,6316.102,6314.2817,6317.9644,4.0095,4.0072,4.0118,-0.6859,-0.6954,-0.6775,11.9372,11.9079,11.9661
Gaia DR3 1890425839540910848,341.97779535087403,31.871783828604855,53.91019120375726,0.024905803,495.5885,462.61398137900943,177.75336396044747,1.3420632,11.776187,13.148585,10.618211,3219.0068,3218.5261,3220.7551,4.3116,4.31,4.3166,-1.125,-1.1257,-1.12,18.5185,18.49,18.5507
Gaia DR3 1889703529122914560,342.9758008163989,31.754005503153618,66.20519427385788,0.04352633,526.02374,523.7997213332408,-48.31995310468763,1.4225554,10.501047,11.875741,9.336546,3110.1282,3109.4214,3111.1016,3.9763,3.9726,3.9811,-0.859,-0.8626,-0.8523,15.1346,15.1207,15.1663
Gaia DR3 4127182375667696128,254.13911786858904,-20.77796755384291,61.283109616829044,0.04739443,275.16727,-194.81059334721618,-194.33437807109473,1.0618895,14.989168,17.606901,13.565323,,,,,,,,,,,,
Gaia DR3 1892539307048909184,333.63077733160594,27.857545343181602,50.774529767698425,0.10101901,580.6293,-205.35801955369766,543.1007840985111,0.87800914,15.510378,,,,,,,,,,,,,,
Gaia DR3 1892539307049423872,333.6298281538961,27.85755819173504,50.819395732748646,0.026914489,572.90094,-211.58183267371408,532.3989367585818,1.1725422,9.65697,10.547167,8.72783,,,,,,,,,,,,
Gaia DR3 383426372059603712,4.279896289658576,40.94866840359883,68.08463937366406,0.020939793,573.2985,567.191978775712,83.45352189239841,0.98883563,8.371856,9.205697,7.478024,3875.68,3848.592,3935.3843,4.4782,4.4439,4.5129,-0.4845,-0.5734,-0.375,14.6556,14.4941,14.7288
Gaia DR3 386653747925624576,1.4262386378366099,45.80971591580014,86.82060614940866,0.029744592,859.01825,846.0132101843459,-148.9092143394255,1.1844672,8.300702,9.222687,7.352524,,,,,,,,,,,,
Gaia DR3 386653851004022144,1.4265906375173685,45.811373876292514,86.80034639406611,0.024339102,903.2768,888.4790652562915,-162.83098719525617,1.1564049,8.25029,9.156619,7.3108954,,,,,,,,,,,,
Gaia DR3 386655019234959872,1.3009212651019344,45.785894350455116,86.92985294608008,0.017042965,883.79565,870.7325008268119,-151.3924962859703,1.0039248,9.08505,10.175217,8.046922,3633.867,3633.458,3634.5293,4.6958,4.6951,4.6971,-0.0317,-0.0346,-0.0291,11.4826,11.4676,11.4865
Gaia DR3 4155146598548456064,280.07368125348677,-10.46780095683691,56.25655840328173,0.01593159,574.9701,-143.15084205043124,-556.8648223565458,0.9276153,10.638169,11.728933,9.602785,3554.5205,3466.8237,3575.4731,4.6564,4.3055,4.7512,-0.7818,-1.2595,-0.6152,17.7806,17.688,17.8497
Gaia DR3 385334196532776576,4.625300681217554,44.02874451664357,280.6947310460246,0.027839076,2882.497,2862.7964264973784,336.43190371856457,1.1803766,9.686646,11.291516,8.455489,3020.2869,3019.3335,3028.4321,4.6976,4.6936,4.7255,-0.7747,-0.7828,-0.7337,3.5638,3.561,3.5778
Gaia DR3 385334230892516480,4.613226257557736,44.02478674398518,280.706821579123,0.020284552,2920.699,2891.5180773367792,411.8320203661465,1.0384927,7.218567,8.332124,6.16774,3352.2085,3351.798,3353.4177,4.0641,4.0636,4.0694,-1.4361,-1.437,-1.4278,3.5625,3.5611,3.5634
Gaia DR3 5739942011185493888,143.10541120917924,-11.184484391311045,54.73622066880527,0.024427965,250.39682,-248.03957373967208,34.2774091324342,1.073245,7.488392,7.973812,6.828997,,,,,,,,,,,,
Gaia DR3 5736464668223622784,133.52345169892317,-13.127733812331046,65.66507414233283,0.07672503,631.5346,357.1385522696319,-520.8531384737271,2.2749665,11.577574,12.280942,9.727146,,,,,,,,,,,,
Gaia DR3 5736464668224470400,133.52371241154867,-13.127759452943987,64.93545636698057,0.14982647,668.70795,333.0424564132007,-579.8733115510016,3.792555,11.466395,12.186896,9.682451,,,,,,,,,,,,
Gaia DR3 954697944875755136,103.12722334041374,47.17695671420637,109.7650559630471,0.27820885,177.10222,-117.68267453988193,132.34796307896158,1.2040663,18.781694,21.377054,17.152987,,,,,,,,,,,,
Gaia DR3 954713853434626176,102.88336609879795,47.36473763545569,53.63216228407958,0.017776808,735.2066,-245.05809498617106,-693.1632252750501,1.085017,8.463108,9.172546,7.649152,,,,,,,,,,,,
Gaia DR3 5734737438536674432,130.70071948402688,-13.787113108571324,67.52160151805477,0.032935813,267.16452,-266.0067293740712,-24.84566982587193,1.0089585,15.592953,15.969452,15.072603,,,,,,,,,,,,
Gaia DR3 5736025550767699968,136.1678662750573,-12.323079533434694,54.75395972354961,0.02276681,687.0889,90.488238147196,-681.1043080477433,1.0125389,13.940733,15.900057,12.634045,3016.3447,3015.7205,3018.475,5.1327,5.1253,5.1342,-0.3855,-0.3909,-0.3614,18.1829,18.1444,18.5374
Gaia DR3 6768500538717144064,296.2257504183332,-23.633980573875828,67.38809258793555,0.17503574,343.31064,315.1388756295232,-136.19720414785453,1.3510766,13.051263,14.328489,11.063489,,,,,,,,,,,,
Gaia DR3 2836510961942677376,340.84852132214786,22.138349954479125,50.62147840267477,0.023238137,390.10797,390.1012455182109,2.2918930333015544,1.2367415,13.353374,15.254945,12.057131,,,,,,,,,,,,
Gaia DR3 2836609093355562496,342.27564454271646,22.60915122984419,56.08437039953461,0.03177679,526.0297,522.6479776081811,59.55113114219469,1.2336329,14.370399,14.416492,14.301015,,,,,,,,,,,,
Gaia DR3 2835207319109249920,344.3675708158258,20.769104345387106,64.40477219179482,0.07709389,216.16158,207.32768225871274,61.16421533774069,1.0572765,5.283212,5.6174655,4.7888722,5662.524,5661.2275,5663.87,4.3077,4.3068,4.3088,-0.187,-0.1945,-0.1793,15.5181,15.4979,15.5345
Gaia DR3 2031272798024664960,295.9931361311655,28.256388833421056,58.410098489588684,3.3930926,21.085415,19.452907416506555,-8.13505298111503,3.610468,20.35861,20.485641,19.144768,,,,,,,,,,,,
Gaia DR3 6245870673116518784,243.17425206530802,-18.876454482180023,68.60997988235447,0.028663991,217.10585,36.44735269088709,-214.02462739770093,1.2778709,10.250556,11.612239,9.094473,3141.0535,3134.4026,3172.192,3.9921,3.9657,4.121,-0.8264,-0.8521,-0.6972,14.5152,14.286,14.5872
Gaia DR3 4004586348119642240,178.23977721633167,24.479688541188125,59.62816679087147,0.020238072,325.97562,-316.08339626114497,79.69565669803163,1.1839958,13.041905,14.834185,11.769423,3092.0095,3091.0862,3100.1067,5.0479,5.0397,5.0489,-0.1715,-0.1761,-0.1533,16.7652,16.7372,17.3311
Gaia DR3 4017860992519744384,175.55067547083934,26.70295395358736,102.30138546700663,0.030192282,1209.564,895.08752383054,-813.5498399187834,1.1253774,9.582008,10.893038,8.443771,3228.1418,3224.1428,3247.8481,4.0089,4.0029,4.0532,-1.2188,-1.2224,-1.1828,9.7782,9.7585,9.8043
Gaia DR3 4019458647338779648,174.27051073131526,29.7994689522561,63.73294526558126,0.038901642,148.24498,-147.71429017200893,-12.53254509517692,0.7665125,12.492209,12.404524,12.692608,,,,,,,,,,,,
Gaia DR3 3994492865736279552,170.77821306233525,25.892131174971883,61.65199535291936,0.06436914,1061.3049,-1010.9189478234742,-323.1269772683679,1.261179,13.526741,15.450058,12.2235365,,,,,,,,,,,,
Gaia DR3 4007861690179758464,180.57132237225557,28.587065674736987,57.1228337797663,0.53492343,788.79205,-787.3459385091131,-47.74205699185505,31.265797,11.78098,13.124593,10.61165,,,,,,,,,,,,
Gaia DR3 4025850731201819392,175.26250050618376,34.19993957543697,104.42517041496379,0.100499645,381.40146,-12.521605057437956,-381.1958714817105,1.1399417,5.1109953,5.4871893,4.581154,5394.317,5393.091,5395.4155,4.4601,4.4591,4.461,-0.3464,-0.3547,-0.3394,9.5746,9.5644,9.585
Gaia DR3 3997576171218205312,170.4794132895151,26.830263459667865,52.05645208693133,0.03100464,327.2028,-300.31618040316545,-129.8917192003293,1.385523,12.922742,14.576326,11.687297,3155.75,3155.1455,3156.5679,5.0209,5.0149,5.0218,-0.1622,-0.1646,-0.1474,19.1237,19.0895,19.3946
Gaia DR3 4015042738059517440,185.36164355544952,30.642055780659078,83.50380208181748,0.08259564,339.76526,-209.77878582050545,-267.27007281605916,0.92616373,13.36711,15.49318,12.01974,,,,,,,,,,,,
Gaia DR3 4015042738059517568,185.36037227492417,30.642659469169146,83.4631594994889,0.03228167,317.63037,-191.03622605346453,-253.76013940993053,1.1668887,13.4358,15.603663,12.084628,,,,,,,,,,,,
Gaia DR3 4554019214828782848,262.59454686161763,19.208516712601973,52.9060841777453,0.02008248,395.13992,381.90955568318077,-101.39354273855561,1.2653193,12.416245,13.782025,11.266875,3124.0696,3123.1282,3135.06,4.4696,4.4673,4.5057,-0.9439,-0.9463,-0.9018,18.911,18.8915,19.0238
Gaia DR3 4554930744334985728,261.0718889626902,20.271534919858382,44.184311678778535,2.3709412,22.226515,-5.809927460577579,-21.453734775598754,1.6160939,20.334148,20.847223,18.356926,,,,,,,,,,,,
Gaia DR3 3668176368871118208,213.88230240079162,4.655318867383002,72.00423705033546,0.36732212,1070.6952,-744.4391061212714,-769.5444674061894,13.1520195,12.655272,14.604185,11.340042,,,,,,,,,,,,
Gaia DR3 3657653114880309248,210.25961163218636,-2.6522069184095076,95.95746561284176,0.02534838,1019.5641,-825.4629269300683,598.4328528027961,1.1885154,8.863359,9.942732,7.829103,3637.6152,3634.605,3639.371,4.6974,4.6943,4.6998,-0.0424,-0.0578,-0.0313,10.4007,10.3853,10.4065
Gaia DR3 3665076433275547904,207.2548230865133,2.7898991615948634,54.93039476348942,0.4810543,365.4776,153.37141545389062,-331.7394984738601,4.9335546,10.892926,11.416178,9.150069,,,,,,,,,,,,
Gaia DR3 3654496279558010624,215.81468026516512,1.2394413528832344,57.27057989858388,0.037523143,527.93286,223.53142956437674,-478.2748533208476,1.1358501,6.092967,6.4131145,5.5894475,5583.929,5582.412,5585.4497,4.3984,4.3973,4.3996,-0.6759,-0.6876,-0.6649,17.4481,17.4351,17.4612
Gaia DR3 3662665715376647296,203.8533743455607,-0.3882870982657811,51.92682222624618,0.017816555,186.64893,35.11681848326637,183.31566248408367,0.9837163,9.581096,10.487206,8.643924,,,,,,,,,,,,
Gaia DR3 3655492127855307136,221.81581090075264,2.7028759229953887,51.76425150006539,0.02622853,297.70276,-287.1360033039,-78.61204158024492,1.15596,7.514656,7.976599,6.886801,4893.271,4891.3535,4895.563,4.5358,4.534,4.5386,-0.3354,-0.3514,-0.3038,19.3131,19.2962,19.3353
Gaia DR3 3669916071144145920,217.0715724608264,5.31243130716067,52.6615819886523,0.06929945,378.25372,-372.564115483104,-65.3594211451626,3.094963,11.80924,13.386178,10.591301,,,,,,,,,,,,
Gaia DR3 3669916380381791104,217.08799771619422,5.3167596985937795,52.728978047595476,0.032625284,377.90753,-373.0853982818455,-60.1780140882782,1.2256545,11.38866,12.768874,10.233715,3131.441,3130.511,3133.8865,4.1775,4.1739,4.1862,-0.8153,-0.8192,-0.7993,18.9825,18.9624,19.0897
Gaia DR3 5369480397355535872,175.83729025207458,-51.84293422356801,90.73352543490094,0.017252995,848.0513,654.3030203629564,-539.5169693455008,1.1550819,9.5068655,10.596585,8.469124,,,,,,,,,,,,
Gaia DR3 3428298528382128000,88.25801375874899,25.12803987623394,58.055093623018344,0.030379238,191.68474,86.51734347083926,-171.0490845098692,1.6552382,11.243827,12.601663,10.090452,,,,,,,,,,,,
Gaia DR3 4123824295451214848,266.0191138980922,-17.14895939172317,49.68007295536591,2.6805189,34.88977,-31.4368849512527,15.13335656725951,1.1530372,20.390596,21.174828,19.199575,,,,,,,,,,,,
Gaia DR3 4123874907297370240,266.39494128254665,-16.68210193265923,50.91757642586817,0.19581945,147.5057,107.61053448046366,-100.88561869126296,0.9573018,18.41747,21.87309,16.845028,,,,,,,,,,,,
Gaia DR3 5522879208777731200,126.79825388997618,-44.98692137708433,72.61418311987062,0.048366267,539.5589,-167.2451493133808,512.9842892965316,2.6389427,10.612707,12.122973,9.408139,,,,,,,,,,,,
Gaia DR3 1909518584084205312,337.4611835286402,41.48216136440744,71.11056721765688,0.040390104,1274.4297,1192.2516439646652,450.22992455077053,1.0752127,11.858226,13.507742,10.607327,,,,,,,,,,,,
Gaia DR3 5751680775281710720,127.84505768289944,-10.499696846344046,58.90946686221311,0.020330079,676.4331,-593.3550879489644,-324.7945464994828,1.1162388,13.348852,15.293843,12.045428,3014.6843,3013.3872,3015.0815,5.0498,5.0483,5.0506,-0.0899,-0.0916,-0.0873,16.9245,16.9134,16.9406
Gaia DR3 5753687109122994048,128.9248121022928,-8.321818266749508,138.31472927732594,0.21448307,614.016,-534.8112929685221,301.6496730172588,1.4177389,,,16.847324,,,,,,,,,,,,
